1908,68426,0,3640,2468,8702,204,6671,50231,13074,5916,4079,0,0,2234,2052,26322,11481,1044,17544,1523,7376,74330,8480,821,8389,0,2904,694,1223,6144,2190,3812,25602,2261
1909,101379,0,3510,251000,8702,36364,6671,78172,13074,5311,12785,0,0,2234,2052,43572,11481,5170,17937,65747,7274,292323,8480,821,8389,0,2904,580,18123,5961,8460,3571,25664,2261
1910,98573,0,4183,229268,8702,28810,6671,71416,13074,4912,13574,0,0,2234,2052,43735,11481,272,17545,65863,7405,303231,8480,821,8389,0,2904,284,2627,5399,8460,3571,25664,2261
1911,98810,0,4214,236494,8702,42397,6671,71343,13074,3878,13560,0,0,2234,2052,45807,11481,1333,17545,65863,7179,387546,8480,821,8389,0,2904,700,12429,6021,8460,3571,25664,2261
1912,102835,0,4268,255725,8702,42332,6671,77997,13074,4322,13595,0,0,2234,2052,44851,11481,5716,17937,65863,7306,505900,8480,821,8389,0,2904,866,20291,6255,8460,3524,25664,2261
1913,99363,0,4214,245296,8702,40393,6671,71415,13074,5009,13563,0,0,2234,2052,44610,11481,1577,17545,65863,7511,504203,8480,821,8389,0,2904,700,5847,5773,8460,3443,25664,2261
1914,102249,0,4268,254537,8702,40941,6671,77996,13074,4414,13574,0,0,2234,2052,45664,11481,4894,17937,65863,7132,506835,8480,821,8389,0,2904,477,17652,5482,8460,3571,25664,2261
1915,99337,0,4214,227543,8702,35789,6671,71415,13074,4165,13538,0,0,2234,2052,51949,11481,247,17545,65863,7362,507807,8480,821,8389,0,2844,210,2300,4770,8460,3572,25664,2261
1916,99305,0,4268,255266,8702,40302,6671,71343,13074,5150,13574,0,0,2234,2052,44611,11481,2677,17545,65863,7446,512397,8480,821,8389,0,2904,871,11191,5780,8460,3571,25664,2261
1917,97647,0,4268,254555,8702,40937,6671,73556,13074,4244,13595,0,0,2234,2052,45542,11481,4160,17545,65863,7511,501134,8480,821,8389,0,2904,900,14975,5479,8460,3571,25664,2261
1918,101231,0,4214,245832,8702,42537,6671,77972,13074,5575,13574,0,0,2234,2052,46542,11481,3013,17545,65863,7435,509489,8480,821,8389,0,2904,700,9693,6121,8460,3571,25664,2261
1919,97188,0,4214,222194,8702,38929,6671,70492,13074,5350,13574,0,0,2234,2052,44918,11481,1548,17937,65863,6929,490815,8480,821,8389,0,2904,284,2642,5556,8460,3571,25664,2261
1920,98703,0,4268,254867,8702,41110,6671,73710,13074,4565,13574,0,0,2234,2052,45064,11481,3636,17545,65863,7416,513127,8480,821,8389,0,2904,503,10068,5494,8460,3478,25664,2261
1921,100813,0,4268,253136,8702,40399,6671,73646,13074,5048,13595,0,0,2234,2052,44807,11481,4846,17544,65863,7450,508753,8480,821,8389,0,2904,615,12730,6205,8460,3572,25664,2261
1922,99630,0,4214,222572,8702,40501,6671,71318,13074,4749,13595,0,0,2234,2052,44509,11481,1255,17937,65863,6968,482495,8480,821,8389,0,2904,471,3447,5817,8460,3571,25664,2261
1923,102484,0,4268,253094,8702,41424,6671,77997,13074,5600,13595,0,0,2234,2052,45161,11481,4464,17544,65863,7385,508368,8480,821,8389,0,2904,870,16977,6143,8460,3575,25664,2261
1924,98759,0,4214,221502,8702,39542,6671,76075,13074,4005,13577,0,0,2234,2052,50119,11481,284,17937,65863,7052,475614,8480,821,8389,0,2708,0,3606,5727,8460,3688,25664,2261
1925,99061,0,4214,241163,8702,42413,6671,76075,13074,4315,13595,0,0,2234,2052,43546,11481,3277,17545,65863,7494,507022,8480,821,8389,0,2904,0,9725,6441,8460,3731,25664,2261
1926,97666,0,4214,247822,8702,39871,6671,73822,13074,5308,13574,0,0,2234,2052,52014,11481,2743,17545,65863,7514,509781,8480,821,8389,0,2904,653,7763,6139,8460,3571,25664,2261
1927,99430,0,4300,256476,8702,42610,6671,73650,13074,5074,13595,0,0,2234,2052,45012,11481,5035,17545,65863,7461,516599,8480,821,8389,0,2904,866,18800,6469,8460,3716,25664,2261
1928,97957,0,4214,244057,8702,40912,6671,73643,13074,5246,13523,0,0,2234,2052,44871,11481,2554,17937,65863,7051,488139,8480,821,8389,0,2904,866,17446,6246,8460,3579,25664,2261
1929,102835,0,4300,256181,8702,43121,6671,77971,13074,5003,13595,0,0,2234,2052,47008,11481,5930,17545,65863,7500,518244,8480,821,8389,0,2904,866,32509,6281,8460,3656,25664,2261
1930,102835,0,4268,249273,8702,40719,6671,84988,13074,4151,13533,0,0,2234,2052,44538,11481,5209,17906,65863,7207,505594,8480,821,8389,0,2904,866,12235,6247,8460,3571,25664,2261
1931,97795,0,4182,226886,8702,32662,6671,76899,13074,4078,13360,0,0,2234,2052,50148,11481,247,17906,65335,7211,483307,8480,821,8389,0,2683,93,2952,5734,8460,3571,25664,2261
1932,98193,0,4214,247268,8702,36504,6671,75961,13074,5065,13574,0,0,2234,2052,50612,11481,1110,17937,65863,6909,489371,8480,821,8389,0,2904,802,9255,6286,8460,3571,25664,2261
1933,101245,0,4214,224308,8702,40364,6671,84387,13074,4253,13373,0,0,2234,2052,46203,11481,632,17544,65863,7419,496041,8480,821,8389,0,2835,703,1139,5063,8460,3571,25664,2261
1934,74152,0,4058,187320,8702,31067,6671,74033,13074,3793,12226,0,0,2234,2052,42091,11481,253,17937,62201,7237,387327,8480,821,8389,0,2352,0,779,2132,8272,3572,24341,2261
1935,97492,0,3906,215348,8702,28848,6671,71267,13074,5245,13574,0,0,2234,2052,45190,11481,356,17937,65863,6997,387903,8480,821,8389,0,2904,421,2154,1682,8460,3502,25664,2261
1936,102835,0,4244,230578,8702,36638,6671,76014,13074,4132,13310,0,0,2234,2052,44549,11481,3378,17545,65863,7501,495183,8480,821,8389,0,2904,0,1210,4145,8460,3572,25664,2261
1937,92943,0,4087,207625,8702,32104,6671,72529,13074,4170,13574,0,0,2234,2052,47756,11481,266,17545,65863,7506,503159,8480,821,8389,0,2714,652,2533,5047,8460,3572,25664,2261
1938,101053,0,4268,246515,8702,39131,6671,77984,13074,5916,13595,0,0,2234,2052,44886,11481,3553,17545,65863,7461,508284,8480,821,8389,0,2904,700,11286,5773,8460,3572,25664,2261
1939,94651,0,4182,214538,8702,39561,6671,84017,13074,3686,13269,0,0,2234,2052,48749,11481,256,17937,65863,7237,476354,8480,821,8389,0,2189,0,728,4919,8460,3571,25664,2261
1940,94147,0,4027,184101,8702,33261,6671,79726,13074,3780,13531,0,0,2234,2052,51445,11481,421,17937,60508,7237,460424,8480,821,8389,0,2546,0,2226,4734,8460,3572,25664,2261
1941,96994,0,3875,194067,8702,31657,6671,76075,13074,5916,13595,0,0,2234,2052,46098,11481,270,17545,65866,7012,489409,8480,821,8389,0,2904,700,18506,6473,8460,3572,25664,2261
1942,96123,0,4214,216692,8702,33592,6671,76075,13074,5916,13595,0,0,2234,2052,49635,11481,285,17544,65863,7477,477053,8480,821,8389,0,2904,412,6465,5534,8460,3592,25664,2261
1943,97420,0,4214,218551,8702,36807,6671,76075,13074,3053,13469,0,0,2234,2052,47728,11481,592,17937,65863,7160,478889,8480,821,8389,0,2904,190,2906,5367,8460,3572,25664,2261
1944,89849,0,4095,218302,8702,33926,6671,76075,13074,3470,13574,0,0,2234,2052,46843,11481,285,17937,65863,7237,437982,8480,821,8389,0,2904,393,8404,5167,8460,3572,25664,2261
1945,99962,0,4244,242683,8702,32437,6671,76075,13074,4802,13595,0,0,2234,2052,46149,11481,1752,17937,65865,7213,476814,8480,821,8389,0,2904,866,10139,5919,8460,3572,25664,2261
1946,94009,0,4214,223863,8702,26948,6671,71278,13074,2675,13574,0,0,2234,2052,51864,11481,843,17545,65863,7511,467298,8480,821,8389,0,2904,127,3167,5612,8460,3572,25664,2261
1947,102835,0,4300,255934,8702,36535,6671,71344,13074,4590,13574,0,0,2234,2052,43984,11481,1011,17545,65863,7511,519961,8480,821,8389,0,2904,471,7668,5952,8460,3572,25664,2261
1948,94064,0,4214,201739,8702,38967,6671,76014,13074,4200,13552,0,0,2234,2052,52448,11481,406,17937,65863,7136,472261,8480,821,8389,0,2904,0,1952,5431,8460,3572,25664,2261
1949,100807,0,4244,230865,8702,40876,6671,76075,13074,3446,13330,0,0,2234,2052,46428,11481,677,17937,65863,7234,471607,8480,821,8389,0,2904,705,5852,5637,8460,3572,25664,2261
1950,92731,0,4214,186782,8702,39093,6671,76075,13074,318,13077,0,0,2234,2052,51665,11481,393,17937,64540,7268,365856,8480,821,8389,0,2628,298,894,4703,8460,3500,25664,2261
1951,98408,0,4244,234796,8702,40875,6671,71415,13074,3457,13294,0,0,2234,2052,46393,11481,639,17937,65863,7110,439358,8480,821,8389,0,2904,0,1614,1692,8460,3373,25414,2261
1952,99014,0,4244,222475,8702,39918,6671,77996,13074,1849,12870,0,0,2234,2052,43502,11481,1022,17937,65863,7213,505505,8480,821,8389,0,2904,481,2242,5041,8460,3159,25664,2261
1953,100736,0,4214,197181,8702,40747,6671,84799,13074,3096,13433,0,0,2234,2052,41957,11481,823,18259,65579,7478,463282,8480,821,8389,0,2904,0,1216,3586,8460,3251,25664,2261
1954,83111,0,4058,72534,8702,37781,6671,78449,13074,3073,13265,0,0,2234,2052,42211,11481,425,18223,31968,7385,288229,8480,821,8389,0,2547,0,1528,702,8460,3136,24909,2261
1955,94814,0,3906,26906,8702,29694,6671,76345,13074,3912,13379,0,0,2234,2052,50983,11481,448,18223,16334,5785,167093,8480,821,8389,0,2904,0,975,0,8460,1410,25664,2261
1956,89500,0,3758,18457,8702,30046,6671,71415,13074,2745,12771,0,0,2234,2052,40895,11481,303,17890,11985,7458,221855,8480,821,8389,0,2352,0,859,0,7556,0,24729,2261
1957,100240,0,3613,244543,8702,40229,6671,77859,13074,4738,13595,0,0,2234,2052,45222,11481,2546,17653,65873,7511,504185,8480,821,8389,0,2904,899,23155,5993,8460,349,25664,2261
1958,97750,0,4183,203355,8702,37162,6671,76075,13074,5597,13595,0,0,2234,2052,52046,11481,286,17837,65863,7092,411588,8480,821,8389,0,2419,0,1202,5232,8460,320,25664,2261
1959,101842,0,4096,221583,8702,35073,6671,80186,13074,4413,13574,0,0,2234,2052,48506,11481,560,17690,64617,7280,417237,8480,821,8389,0,2904,0,1324,2657,8460,591,25286,2261
1960,100577,0,4214,201163,8702,31938,6671,76075,13074,3520,13157,0,0,2234,2052,43824,11481,313,17818,65863,7338,468629,8480,821,8389,0,2807,0,1046,2996,8460,832,25664,2261
1961,95467,476,4058,229165,8702,25498,6671,75358,13074,2385,13452,0,0,2234,2052,50178,11481,613,17110,64683,7511,528246,8480,821,8389,0,2904,2,7193,1400,8460,1014,25664,2261
1962,105010,0,4214,198640,8702,29118,6671,86128,13074,2229,13595,0,0,2234,2052,50747,11481,1374,17985,65863,6689,467235,8480,821,8389,0,2846,836,2701,5394,8460,1252,25664,2261
1963,83017,0,4058,92590,8702,17537,6671,80748,13074,1672,13211,0,0,2234,2052,44757,11481,329,17985,57515,6680,326616,8480,821,8389,0,2904,70,885,3293,8460,1459,25151,2261
1964,85034,0,3906,21273,8702,9477,6671,76030,13074,3395,13286,0,0,2234,2052,42577,11481,313,17782,60971,7151,258160,8480,821,8389,0,2390,0,914,4826,8460,1614,25664,2261
1965,104523,0,3758,244643,8702,31085,6671,77945,13074,4423,13595,0,0,2234,2052,49990,11481,4435,17764,65863,6779,501512,8480,821,8389,0,2904,476,14218,5954,8460,1516,25664,2261
1966,88160,0,3613,152229,8702,23708,6671,78492,13074,4592,13574,0,0,2234,2052,41303,11481,254,17744,62286,7506,319514,8480,821,8389,0,2366,0,856,5164,8460,1818,25664,2261
1967,96551,0,3510,165592,8702,22249,6671,80171,13074,5192,11321,0,0,2234,2052,47726,11481,691,17764,65000,7214,401721,8480,821,8389,0,2597,0,1046,2968,8460,2035,25664,2261
1968,91969,0,3510,153835,8702,20343,6671,75927,13074,4504,11607,0,0,2234,2052,45897,11481,705,17690,64437,7262,428607,8480,821,8389,0,2904,558,4097,5311,8460,1904,25664,2261
1969,83131,0,3510,204744,8702,21574,6671,71415,13074,3519,12021,0,0,2234,2052,45498,11481,941,17837,65863,7484,489764,8480,821,8389,0,2592,95,9467,6144,8460,1778,25664,2261
1970,98257,0,4214,252522,8702,35427,6671,76013,13074,2614,13021,0,0,2234,2052,43018,11481,1128,17855,65863,7483,516809,8480,821,8389,0,2904,220,14037,6388,8460,1657,25664,2261
1971,99386,0,4214,224365,8702,32652,6671,75994,13074,3524,12474,0,0,2234,2052,42561,11481,1465,17929,65863,7343,507550,8480,821,8389,0,2904,273,6398,6022,8460,1954,25664,2261
1972,98115,0,4182,202230,8702,37489,6671,71415,13074,5916,13211,0,0,2234,2052,44105,11481,531,17965,63415,7127,476915,8480,821,8389,0,2904,0,7157,5821,8460,2638,25664,2261
1973,96179,0,4214,232176,8702,40967,6671,76013,13074,5499,11826,0,0,2234,2052,45554,11481,306,17891,65863,7157,489852,8480,821,8389,0,2904,184,5767,5877,8460,2666,25664,2261
1974,93269,0,4182,207844,8702,40448,6671,76075,13074,3878,10572,0,0,2234,2052,43809,11481,523,17947,65863,7477,426544,8480,821,8389,0,2068,0,1127,5288,8460,3271,25664,2261
1975,105387,0,4214,204275,8702,41081,6671,76052,13074,3196,10867,0,0,2234,2052,44977,11481,1116,17985,65869,7366,439985,8480,821,8389,0,2904,728,9442,5607,8460,3061,25664,2261
1976,97007,0,4058,184462,8702,40039,6671,89328,13074,4061,10403,0,0,2234,2052,60536,11481,316,17764,64034,6935,306742,8480,821,8389,0,2610,0,1159,3640,8460,2861,25664,2261
1977,81863,0,3906,67250,8702,31006,6671,78659,13074,5295,9707,0,0,2234,2052,40808,11481,398,17891,32755,7381,120875,8480,821,8389,0,2439,0,689,16,8460,2670,24253,2261
1978,96149,0,3758,114498,8702,41134,6671,71415,13074,5081,11154,0,0,2234,2052,49923,11481,441,17985,37008,6867,327174,8480,821,8389,0,2139,0,2177,2289,8460,2263,25664,2261
1979,92946,0,3614,199919,8702,41034,6671,71343,13074,4849,11051,0,0,2234,2052,53711,11481,286,17911,64930,7511,492430,8480,821,8389,0,1393,175,1092,5190,8460,2613,25664,2261
1980,104235,0,4214,208678,8702,40536,6671,84255,13074,4237,10295,0,0,2234,2052,44026,11481,306,17755,65863,7054,474356,8480,821,8389,0,2829,205,2317,5415,8460,2683,25664,2261
1981,87923,0,4058,122602,8702,30670,6671,80179,13074,4355,9608,0,0,2234,2052,50579,11481,402,18027,41535,7062,295074,8480,821,8389,0,2635,0,1606,5256,8460,2663,25664,2261
1982,97719,0,3906,211541,8702,39933,6671,71415,13074,5495,11350,0,0,2234,2052,55703,11481,394,17917,49127,6517,403713,8480,821,8389,0,2904,327,14754,6233,8460,2480,25664,2261
1983,99443,0,4300,257000,8702,41284,6671,73692,13074,1821,11261,0,0,2234,2052,45599,11481,1785,17817,65863,7219,536874,8480,821,8389,0,2904,371,16727,6085,8460,3301,25664,2261
1984,99978,8,4300,257000,8702,41732,6671,73641,13074,5916,12367,0,0,2234,2052,47133,11481,5639,17811,65863,7511,511454,8480,821,8389,0,2904,755,27342,6487,8460,3593,25664,2261
1985,99671,0,4214,244778,8702,42286,6671,73643,13074,4836,10960,0,0,2234,2052,47371,11481,1383,17947,65863,7511,497190,8480,821,8389,0,2904,310,16354,6354,8460,3775,25664,2261
1986,103856,0,4214,232885,8702,41292,6671,77971,13074,5916,11799,0,0,2234,2052,45098,11481,1017,17929,65863,7509,524600,8480,821,8389,0,2904,676,21863,6364,8460,3618,25664,2261
1987,96132,0,4182,215624,8702,38950,6671,76075,13074,3947,9872,0,0,2234,2052,52625,11481,895,17800,65706,7015,475816,8480,821,8389,0,2904,394,1874,5703,8460,3571,25664,2261
1988,105163,0,4214,197515,8702,34879,6671,79573,13074,2429,8605,0,0,2234,2052,55670,11481,421,17782,65863,7323,440453,8480,821,8389,0,2294,0,1399,4874,8460,3372,25664,2261
1989,99779,0,4058,171106,8702,30072,6671,87173,13074,5272,8787,0,0,2234,2052,49837,11481,274,18003,63922,6555,281136,8480,821,8389,0,2904,0,1179,4899,8460,3531,25664,2261
1990,95712,0,3906,166568,8702,26176,6671,80184,13074,4913,8800,0,0,2234,2052,44674,11481,489,18003,41871,7266,291306,8480,821,8389,0,2744,0,1531,2615,8460,3489,25370,2261
1991,101658,0,3758,186047,8702,28344,6671,76075,13074,5365,11917,0,0,2234,2052,43537,11481,367,18039,63973,7415,308148,8480,821,8389,0,2570,0,2232,4108,8460,3269,25664,2261
1992,93637,0,3613,147295,8702,33852,6671,76009,13074,5083,11773,0,0,2234,2052,50701,11481,3600,17838,65863,7417,283001,8480,821,8389,0,2321,0,1548,4871,8460,3255,25664,2261
1993,102946,0,3510,200476,8702,43121,6671,77945,13074,5916,11155,0,0,2234,2052,44773,11481,4877,17929,65863,7159,455056,8480,821,8389,0,2904,615,10678,5658,8460,3490,25664,2261
1994,91081,0,3510,176193,8702,29080,6671,75202,13074,5465,8999,0,0,2234,2052,53205,11481,1974,18130,65864,7015,362099,8480,821,8389,0,2394,0,1722,5237,8460,3571,25664,2261
1995,99978,0,4300,257000,8702,43120,6671,73598,13074,5379,12544,0,0,2234,2052,43194,11481,4943,18039,65863,7471,502648,8480,821,8389,0,2904,55,5784,6077,8460,3347,25664,2261
1996,98850,0,4214,229179,8702,43120,6671,73640,13074,5167,10076,0,0,2234,2052,45084,11481,5844,18021,65863,7294,496985,8480,821,8389,0,2060,0,3050,5452,8460,3255,25664,2261
1997,101770,0,4300,257000,8702,43121,6671,73644,13074,5916,12377,0,0,2234,2052,46251,11481,5102,18077,65863,7292,501354,8480,821,8389,0,2751,417,15755,6332,8460,3046,25664,2261
1998,100703,0,4300,257000,8702,43122,6671,75992,13074,2320,10236,0,0,2234,2052,52891,11481,4749,18003,65864,7455,492467,8480,821,8389,0,2904,80,4946,5701,8460,2846,25664,2261
1999,101712,0,4268,251850,8702,43121,6671,76075,13074,810,10443,0,0,2234,2052,43192,11481,5270,17996,65863,7162,519109,8480,821,8389,0,2904,346,2058,5414,8460,2697,25664,2261
2000,90163,0,4182,220467,8702,42956,6671,76075,13074,4212,8906,0,0,2234,2052,52620,11481,2422,18002,60061,7213,416736,8480,821,8389,0,2103,0,1987,5245,8460,2542,25664,2261
2001,94949,0,4027,174217,8702,28665,6671,86878,13074,4345,9824,0,0,2234,2052,42591,11481,3382,17965,64287,7237,329121,8480,821,8389,0,2176,0,1416,3860,8460,2677,25664,2261
2002,68793,0,3875,78922,8702,14306,6671,68412,13074,4948,9592,0,0,2234,2052,35952,11481,265,18056,16421,7409,155197,8480,821,8389,0,2805,0,1164,1273,2862,2810,23909,2261
2003,97130,0,3728,120390,8702,18885,6671,77845,13074,3910,7943,0,0,2234,2052,44873,11481,384,17938,45716,7192,381160,8480,821,8389,0,2121,0,1484,283,8460,3119,24644,2261
2004,84663,0,3584,66600,8702,30503,6671,77150,13074,5318,9385,0,0,2234,2052,48413,11481,2551,17901,27054,7511,324829,8480,821,8389,0,2664,0,2121,737,8460,3349,25664,2261
2005,98702,0,3510,73465,8702,33551,6671,76075,13074,4580,11604,0,0,2234,2052,51339,11481,2881,17941,63554,7217,463280,8480,821,8389,0,2889,121,3575,5399,8460,3450,25664,2261
2006,90422,0,3510,96837,8702,42684,6671,76157,13074,4844,10885,0,0,2234,2052,58193,11481,4441,17903,64986,7071,417819,8480,821,8389,0,2904,0,3597,6014,8460,3572,25664,2261
2007,101268,0,3510,166219,8702,41172,6671,75943,13074,4727,10859,0,0,2234,2052,47990,11481,4511,17808,65863,7511,387724,8480,821,8389,0,2852,0,2546,5559,8460,3572,25664,2261
2008,102144,0,4216,242183,8702,39979,6671,78068,13074,5254,12520,0,0,2234,2052,43525,11481,3974,17918,65863,7446,405766,8480,821,8389,0,2904,667,2488,5578,8460,3348,25664,2261
2009,99142,0,4214,238246,8702,40548,6671,76075,13074,5546,9966,0,0,2234,2052,58445,11481,5742,17896,65863,7174,454333,8480,821,8389,0,2492,437,1897,5377,8460,3572,25664,2261
2010,88716,0,4182,212234,8702,38732,6671,76049,13074,5679,11174,0,0,2234,2052,53657,11481,4000,17843,65863,7511,484787,8480,821,8389,0,2904,0,2752,5347,8460,3572,25664,2261
2011,102835,0,4244,242581,8702,42398,6671,73858,13074,5916,13576,0,0,2234,2052,46262,11481,5000,17837,65863,7375,486167,8480,821,8389,0,2436,474,5966,5475,8460,3572,25664,2261
2012,66988,0,4087,156756,8702,30253,6671,58876,13074,5237,9285,0,0,2234,2052,48682,11481,245,17985,24868,7237,305795,8480,821,8389,0,2788,0,1075,4437,7235,3470,24220,2261